,0,1,2
93,1.0,4.0,4.0
94,1.0,4.0,4.0
95,1.0,4.0,4.0
96,1.0,4.0,4.0
97,1.0,4.0,4.0
98,1.0,4.0,4.0
99,1.0,4.0,4.0
100,1.0,4.0,4.0
101,1.0,4.0,4.0
102,1.0,4.0,4.0
103,1.0,4.0,4.0
104,1.0,4.0,4.0
105,1.0,4.0,4.0
106,1.0,4.0,4.0
107,1.0,4.0,4.0
108,1.0,4.0,4.0
109,1.0,4.0,4.0
110,1.0,4.0,4.0
111,1.0,4.0,4.0
112,1.0,4.0,4.0
113,1.0,4.0,4.0
114,1.0,4.0,4.0
115,1.0,4.0,4.0
116,1.0,4.0,4.0
117,1.0,4.0,4.0
118,1.0,4.0,4.0
119,1.0,4.0,4.0
120,1.0,4.0,4.0
121,1.0,4.0,4.0
122,1.0,4.0,4.0
123,1.0,4.0,4.0
124,1.0,4.0,4.0
125,1.0,4.0,4.0
126,1.0,4.0,4.0
127,1.0,4.0,4.0
128,1.0,4.0,4.0
129,1.0,4.0,4.0
130,1.0,4.0,4.0
131,1.0,4.0,4.0
132,1.0,4.0,4.0
133,1.0,4.0,4.0
134,1.0,4.0,4.0
135,1.0,4.0,4.0
136,1.0,4.0,4.0
137,1.0,4.0,4.0
138,1.0,4.0,4.0
139,1.0,4.0,4.0
140,1.0,4.0,4.0
141,1.0,4.0,4.0
142,1.0,4.0,4.0
143,1.0,4.0,4.0
144,1.0,4.0,4.0
145,1.0,4.0,4.0
146,1.0,4.0,4.0
147,1.0,4.0,4.0
148,1.0,4.0,4.0
149,1.0,4.0,4.0
150,1.0,4.0,4.0
151,1.0,4.0,4.0
152,1.0,4.0,4.0
153,1.0,4.0,4.0
154,1.0,4.0,4.0
155,1.0,4.0,4.0
156,1.0,4.0,4.0
157,1.0,4.0,4.0
158,1.0,4.0,4.0
159,1.0,4.0,4.0
160,1.0,4.0,4.0
161,1.0,4.0,4.0
162,1.0,4.0,4.0
163,1.0,4.0,4.0
164,1.0,4.0,4.0
165,1.0,4.0,4.0
166,1.0,4.0,4.0
167,1.0,4.0,4.0
168,1.0,4.0,4.0
169,1.0,4.0,4.0
170,1.0,4.0,4.0
171,1.0,4.0,4.0
172,1.0,4.0,4.0
173,1.0,5.0,5.0
174,1.0,5.0,5.0
175,1.0,5.0,5.0
176,1.0,5.0,5.0
177,1.0,5.0,5.0
178,1.0,5.0,5.0
179,1.0,5.0,5.0
180,1.0,5.0,5.0
181,1.0,5.0,5.0
182,1.0,5.0,5.0
183,1.0,5.0,5.0
184,1.0,5.0,5.0
185,1.0,5.0,5.0
186,1.0,5.0,5.0
187,1.0,5.0,5.0
188,1.0,5.0,5.0
189,1.0,5.0,5.0
190,0.0,6.0,5.0
191,1.0,5.0,5.0
192,1.0,5.0,5.0
193,1.0,5.0,5.0
194,1.0,5.0,5.0
195,1.0,5.0,5.0
196,1.0,5.0,5.0
197,1.0,5.0,5.0
198,1.0,5.0,5.0
199,1.0,5.0,5.0
200,1.0,5.0,5.0
201,1.0,5.0,5.0
202,1.0,5.0,5.0
203,1.0,5.0,5.0
204,0.0,6.0,5.0
205,1.0,5.0,5.0
206,1.0,5.0,5.0
207,1.0,5.0,5.0
208,0.0,6.0,5.0
209,1.0,5.0,5.0
210,0.0,6.0,5.0
211,1.0,5.0,5.0
212,1.0,5.0,5.0
213,1.0,5.0,5.0
214,0.0,6.0,5.0
215,0.0,6.0,5.0
216,1.0,5.0,5.0
217,1.0,5.0,5.0
218,1.0,5.0,5.0
219,1.0,5.0,5.0
220,1.0,5.0,5.0
221,1.0,5.0,5.0
222,1.0,5.0,5.0
223,1.0,5.0,5.0
224,1.0,5.0,5.0
225,1.0,5.0,5.0
226,1.0,5.0,5.0
227,1.0,5.0,5.0
228,1.0,5.0,5.0
229,1.0,5.0,5.0
230,1.0,5.0,5.0
231,1.0,5.0,5.0
232,1.0,6.0,6.0
233,1.0,6.0,6.0
234,1.0,6.0,6.0
235,1.0,6.0,6.0
236,1.0,6.0,6.0
237,1.0,6.0,6.0
238,0.0,5.0,6.0
239,0.0,5.0,6.0
240,1.0,6.0,6.0
241,1.0,6.0,6.0
242,1.0,6.0,6.0
243,1.0,6.0,6.0
244,0.0,4.0,6.0
245,1.0,6.0,6.0
246,1.0,6.0,6.0
247,1.0,6.0,6.0
248,1.0,6.0,6.0
249,1.0,6.0,6.0
250,1.0,6.0,6.0
251,1.0,6.0,6.0
252,0.0,7.0,6.0
253,1.0,6.0,6.0
254,1.0,6.0,6.0
255,1.0,6.0,6.0
256,1.0,6.0,6.0
257,0.0,5.0,6.0
258,0.0,5.0,6.0
259,0.0,5.0,6.0
260,0.0,5.0,6.0
261,0.0,5.0,6.0
262,0.0,5.0,6.0
263,0.0,5.0,6.0
264,0.0,5.0,6.0
265,0.0,5.0,6.0
266,0.0,5.0,6.0
267,0.0,5.0,6.0
268,0.0,5.0,6.0
269,0.0,5.0,6.0
270,0.0,5.0,6.0
271,0.0,5.0,6.0
272,0.0,5.0,6.0
273,0.0,5.0,6.0
274,0.0,5.0,6.0
275,0.0,5.0,6.0
276,0.0,5.0,6.0
277,0.0,5.0,6.0
278,0.0,5.0,6.0
279,1.0,6.0,6.0
280,0.0,4.0,6.0
281,1.0,6.0,6.0
282,1.0,6.0,6.0
283,1.0,6.0,6.0
284,1.0,6.0,6.0
285,1.0,6.0,6.0
286,1.0,6.0,6.0
287,0.0,4.0,6.0
288,0.0,4.0,6.0
289,0.0,4.0,6.0
290,0.0,4.0,6.0
291,0.0,4.0,6.0
292,1.0,6.0,6.0
293,1.0,6.0,6.0
294,1.0,6.0,6.0
295,1.0,6.0,6.0
296,1.0,6.0,6.0
297,0.0,12.0,6.0
298,0.0,12.0,6.0
299,0.0,12.0,6.0
300,0.0,12.0,6.0
301,0.0,12.0,6.0
302,0.0,12.0,6.0
303,0.0,12.0,6.0
304,0.0,12.0,6.0
305,0.0,12.0,6.0
306,0.0,12.0,6.0
307,1.0,6.0,6.0
308,1.0,6.0,6.0
309,1.0,6.0,6.0
310,1.0,6.0,6.0
311,1.0,6.0,6.0
312,0.0,5.0,6.0
313,0.0,5.0,6.0
314,0.0,5.0,6.0
315,0.0,5.0,6.0
316,0.0,5.0,6.0
317,1.0,6.0,6.0
318,1.0,6.0,6.0
319,1.0,6.0,6.0
320,1.0,6.0,6.0
321,1.0,6.0,6.0
322,0.0,12.0,6.0
323,0.0,12.0,6.0
324,0.0,12.0,6.0
325,0.0,12.0,6.0
326,0.0,12.0,6.0
327,0.0,12.0,6.0
328,0.0,12.0,6.0
329,0.0,12.0,6.0
330,0.0,12.0,6.0
331,0.0,12.0,6.0
332,1.0,6.0,6.0
333,1.0,6.0,6.0
334,1.0,6.0,6.0
335,1.0,6.0,6.0
336,1.0,6.0,6.0
337,0.0,5.0,6.0
338,0.0,5.0,6.0
339,0.0,5.0,6.0
340,0.0,5.0,6.0
341,0.0,5.0,6.0
342,0.0,5.0,6.0
343,0.0,5.0,6.0
344,0.0,5.0,6.0
345,0.0,5.0,6.0
346,1.0,6.0,6.0
347,0.0,5.0,6.0
348,0.0,5.0,6.0
349,0.0,5.0,6.0
350,0.0,5.0,6.0
351,0.0,5.0,6.0
352,0.0,5.0,6.0
353,0.0,5.0,6.0
354,0.0,5.0,6.0
355,0.0,5.0,6.0
356,1.0,6.0,6.0
357,1.0,6.0,6.0
358,1.0,6.0,6.0
359,1.0,6.0,6.0
360,1.0,6.0,6.0
361,1.0,6.0,6.0
362,1.0,6.0,6.0
363,1.0,6.0,6.0
364,1.0,6.0,6.0
365,1.0,6.0,6.0
366,1.0,6.0,6.0
367,1.0,6.0,6.0
368,1.0,6.0,6.0
369,1.0,6.0,6.0
370,1.0,6.0,6.0
371,1.0,6.0,6.0
372,0.0,4.0,11.0
373,0.0,11.0,10.0
374,0.0,6.0,9.0
375,0.0,6.0,8.0
376,0.0,4.0,11.0
377,0.0,11.0,10.0
378,0.0,6.0,9.0
379,0.0,6.0,8.0
380,0.0,4.0,12.0
381,0.0,4.0,12.0
382,0.0,4.0,12.0
383,0.0,4.0,11.0
384,0.0,6.0,10.0
385,0.0,4.0,11.0
386,0.0,4.0,10.0
387,0.0,4.0,11.0
388,0.0,4.0,10.0
389,0.0,12.0,10.0
390,0.0,4.0,11.0
391,0.0,4.0,10.0
392,0.0,4.0,10.0
393,0.0,12.0,11.0
394,0.0,4.0,10.0
395,0.0,4.0,11.0
396,0.0,4.0,10.0
397,0.0,12.0,11.0
398,0.0,4.0,10.0
399,1.0,12.0,12.0
400,0.0,10.0,11.0
401,0.0,12.0,10.0
402,0.0,4.0,11.0
403,0.0,12.0,10.0
404,0.0,10.0,12.0
405,0.0,10.0,12.0
406,0.0,4.0,10.0
407,1.0,10.0,10.0
408,1.0,11.0,11.0
409,0.0,11.0,12.0
410,0.0,11.0,12.0
411,1.0,12.0,12.0
412,0.0,4.0,12.0
413,0.0,10.0,12.0
414,0.0,10.0,12.0
415,1.0,12.0,12.0
416,0.0,4.0,12.0
417,1.0,12.0,12.0
418,0.0,11.0,12.0
419,0.0,11.0,12.0
420,0.0,4.0,10.0
421,0.0,4.0,13.0
422,0.0,4.0,12.0
423,1.0,12.0,12.0
424,0.0,10.0,11.0
425,0.0,10.0,11.0
426,0.0,4.0,13.0
427,0.0,12.0,10.0
428,0.0,4.0,9.0
429,0.0,7.0,8.0
430,0.0,4.0,9.0
431,0.0,4.0,8.0
432,0.0,10.0,11.0
433,0.0,6.0,8.0
434,0.0,6.0,9.0
435,0.0,6.0,8.0
436,0.0,7.0,9.0
437,0.0,11.0,9.0
438,0.0,4.0,9.0
439,0.0,6.0,9.0
440,0.0,6.0,8.0
441,0.0,6.0,8.0
442,0.0,7.0,8.0
443,0.0,6.0,8.0
444,0.0,7.0,9.0
445,0.0,7.0,8.0
446,0.0,6.0,8.0
447,0.0,4.0,9.0
448,0.0,4.0,8.0
449,0.0,4.0,8.0
450,0.0,17.0,8.0
451,0.0,10.0,8.0
452,0.0,10.0,8.0
453,0.0,6.0,8.0
454,0.0,6.0,8.0
455,0.0,4.0,17.0
456,0.0,4.0,17.0
457,0.0,4.0,17.0
458,0.0,4.0,17.0
459,0.0,4.0,17.0
460,0.0,4.0,12.0
461,0.0,4.0,9.0
462,0.0,4.0,10.0
463,0.0,4.0,13.0
464,0.0,4.0,13.0
465,0.0,4.0,13.0
466,0.0,4.0,13.0
467,0.0,4.0,8.0
468,0.0,4.0,8.0
469,0.0,7.0,9.0
470,0.0,6.0,8.0
471,0.0,7.0,9.0
472,0.0,9.0,8.0
473,0.0,7.0,9.0
474,0.0,7.0,8.0
475,0.0,6.0,8.0
476,0.0,6.0,8.0
477,0.0,10.0,8.0
